species	group	category	fold	from	to	delta	PiS	PiN	PiNPiS	syn_counts	nsyn_counts	Lsyn	Lnsyn	TD4	TD0	GC3	gradient	eps	Sd	beta	pb	Sb	alpha	D1	D2	D3	D4
Ptrich	tree	0:DEL-EXDEL	0	-2	-3	-1	2.63E-03	2.35E-04	8.94E-02	24	13	1726	14490	-1.51747168	-0.5014642	0.3359375	0.00007	7.90E-05	-1376.258179	4.469887851	0.051983412	2.049135038	1	1.77E-16	5.21E-12	1.46E-07	0.948016442
Ptrich	tree	0:DEL-STABLE	0	-2	0	2	5.33E-03	4.59E-02	8.61E+00	4165	1566	237174	12697	0.03010144	1.0283338	0.449269	0.00005	1.45E-06	-0.001409584	0.441733929	0.989997652	49.99915534	0.999798	0.010002348	0	0	0
Ptrich	tree	0:DEL-TOL	0	-2	-1	1	5.21E-03	7.71E-03	1.48E+00	1611	537	89812	23998	-0.16103569	0.6258972	0.454372	0.00008	0.037839655	-4882.005812	4.740953139	0.743648691	49.92179089	1	1.07E-20	5.91E-16	3.21E-11	0.256351309
Ptrich	tree	0:EXDEL-STABLE	0	-3	0	3	5.18E-03	1.28E+00	2.47E+02	844	378	48394	126	-0.06573634	1.8044714	0.4394941	0.00008	1.19E-05	-0.008965575	0.407296437	0.989984365	49.99403927	0.999799	0.010015635	0	0	0
Ptrich	tree	0:STABLE-DEL	0	0	-2	-2	4.07E-03	4.54E-04	1.11E-01	45172	28680	3192650	14641034	-0.19555759	-1.0148334	0.4509458	0.00015	1.09E-07	-407.7772632	0.478168291	3.48E-07	0.078644171	0.000007	0.06369973	0.126502923	0.343746597	0.466050402
Ptrich	tree	0:STABLE-EXDEL	0	0	-3	-3	4.12E-03	3.59E-04	8.70E-02	21894	15089	1519029	9973412	-0.2235724	-0.9392683	0.460222	0.0001	1.01E-06	-1466.250128	0.405564465	2.64E-06	0.099018281	0.000062	0.058600404	0.090231743	0.223263216	0.627901998
Ptrich	tree	0:STABLE-STABLE	0	0	0	0	4.88E-03	1.99E-03	4.08E-01	38	15	2651	2078	0.54783618	-0.3282746	0.5177239	0.00007	7.14E-05	-9.611220026	4.755515796	0.136087106	46.05924439	0.997581	2.11E-07	0.005621824	0.843040995	0.015249864
Ptrich	tree	0:STABLE-TOL	0	0	-1	-1	4.02E-03	1.36E-03	3.37E-01	79328	75921	5703012	14782283	-0.17770198	-0.5410087	0.4541445	0.00075	1.87E-05	-218.6296414	0.222873404	9.92E-05	0.030707369	0.000413	0.329565909	0.216930523	0.306043464	0.147360856
Ptrich	tree	0:TOL-DEL	0	-1	-2	-1	4.20E-03	6.46E-04	1.54E-01	19037	8316	1298480	3130953	-0.21335668	-0.8476529	0.4582734	0.00038	4.28E-05	-678.8481214	0.339413696	9.98E-05	0.213160691	0.001217	0.122504079	0.144248709	0.297279464	0.435867944
Ptrich	tree	0:TOL-EXDEL	0	-1	-3	-2	4.24E-03	2.36E-05	5.58E-03	211	85	14041	835983	-0.28243187	-0.9860971	0.4115954	0.00007	0.000119125	-4956.704077	2.182125227	0.005040663	0.001136846	0.999976	3.61E-09	5.45E-07	8.18E-05	0.994876946
Ptrich	tree	0:TOL-STABLE	0	-1	0	1	4.32E-03	5.62E-03	1.30E+00	48596	29721	3284700	1673113	-0.13896922	0.221705	0.4509006	0.00065	0.025983205	-3140.132369	3.948683198	0.892608301	5.505572152	1	7.51E-17	6.66E-13	5.78E-09	0.107391693
Ptrich	tree	0:TOL-TOL	0	-1	-1	0	4.02E-03	2.00E-03	4.97E-01	80119	82766	5803965	11695447	-0.14549207	-0.2765106	0.4537848	0.00096	0.006740194	-571.9806466	0.19928281	0.232226112	0.938953752	0.678946	0.235828255	0.136346799	0.202045625	0.193553209
Bpend	tree	0:DEL-DEL	0	-2	-2	0	0.001230345	4.12E-04	0.33454522	110	81	23815	59912	-0.3526499	0.19714888	0.5514403	0.00008	0.000746163	-4673.271847	4.765764698	0.221775547	13.06021555	1	3.12E-20	1.82E-15	1.04E-10	0.778224453
Bpend	tree	0:DEL-EXDEL	0	-2	-3	-1	0.000880076	6.15E-05	0.06986782	25	30	7434	122664	-0.39634519	-0.54322415	0.4395425	0.00008	2.09E-05	-4676.570994	4.400526817	0.07147772	0.007544759	1	1.47E-18	3.70E-14	9.16E-10	0.928522279
Bpend	tree	0:DEL-STABLE	0	-2	0	2	0.001403481	2.73E-03	1.94803528	361	294	71461	32371	-0.18930294	0.1507488	0.5231376	0.00009	0.000192131	-43.08239413	0.012136651	0.989771671	24.97737802	0.999624	0.00983648	0.000254965	0.000132882	4.00E-06
Bpend	tree	0:DEL-TOL	0	-2	-1	1	0.001118458	8.16E-04	0.7292923	88	91	19892	33037	-0.54623118	0.0777604	0.585249	0.00007	0.000167866	-4644.208877	4.673353348	0.565521787	1.135032331	1	4.57E-20	2.15E-15	9.97E-11	0.434478213
Bpend	tree	0:EXDEL-DEL	0	-3	-2	1	0.0019058	1.25E-03	0.65408064	16	10	2627	1940	0.29117874	-0.60575046	0.441358	0.00006	0.000562656	-2.74063107	4.35175283	0.284640234	0.006215634	0.613836	0.000160276	0.302422615	0.412776875	2.03E-12
Bpend	tree	0:EXDEL-EXDEL	0	-3	-3	0	0.002030105	3.23E-04	0.15905445	11	7	1716	7206	0.32594629	0.48629583	0.3769841	0.00003	3.30E-05	-4935.45769	4.594459561	0.103348264	48.11045942	1	1.58E-19	6.20E-15	2.40E-10	0.896651736
Bpend	tree	0:EXDEL-STABLE	0	-3	0	3	0.001272894	2.20E-02	17.29494107	98	92	22069	1442	-0.05902685	0.78338169	0.5104167	0.00008	0.000136713	-96.25310281	0.013237901	0.989982609	49.97094986	0.999819	0.009499394	0.000282384	0.00020797	2.76E-05
Bpend	tree	0:EXDEL-TOL	0	-3	-1	2	0.001734939	9.65E-03	5.55994176	16	14	3658	580	1.39088724	1.40930516	0.494709	0.00007	0.000155891	-2696.093025	1.416482685	0.989700502	49.64088961	1	1.13E-07	2.84E-06	7.25E-05	0.010224006
Bpend	tree	0:STABLE-DEL	0	0	-2	-2	0.001446053	7.36E-05	0.05092147	1070	996	211719	3848777	-0.06780657	-0.0911115	0.542546	0.00009	0.027756638	-4984.42541	4.93912771	0.050388413	0.003545651	1	4.79E-21	4.16E-16	3.56E-11	0.949611587
Bpend	tree	0:STABLE-EXDEL	0	0	-3	-3	0.00127517	1.43E-05	0.01125043	434	484	99938	9168239	0.04255986	-0.27866844	0.5149332	0.00008	8.65E-05	-4995.995831	4.981414821	0.011477211	0.00045066	1	3.20E-21	3.06E-16	2.89E-11	0.988522789
Bpend	tree	0:STABLE-STABLE	0	0	0	0	0.001376788	7.88E-04	0.57213046	25	10	5165	3626	-0.08587321	-0.06334999	0.5138889	0.00007	4.79E-05	-1307.961947	0.081366049	0.03090331	0.430810632	0.076958	0.563479586	0.115755014	0.135805021	0.154057069
Bpend	tree	0:STABLE-TOL	0	0	-1	-1	0.001335184	2.03E-04	0.15184224	2146	2735	457429	3935162	-0.09037953	0.01423459	0.5366035	0.00006	0.000102676	-4994.842274	4.974926799	0.139810821	0.518046718	1	2.98E-21	2.81E-16	2.61E-11	0.860189179
Bpend	tree	0:TOL-DEL	0	-1	-2	-1	0.00142507	1.31E-04	0.09160832	368	293	72135	632426	-0.16707114	-0.13109071	0.5468632	0.00007	1.71E-05	-4975.794006	4.89361451	0.090110138	0.002040532	1	7.36E-21	5.76E-16	4.44E-11	0.909889862
Bpend	tree	0:TOL-EXDEL	0	-1	-3	-2	0.001411588	3.06E-05	0.02168873	76	64	15113	627004	-0.14404666	0.1314839	0.6117216	0.00006	6.00E-05	-4989.271258	4.947552259	0.019815702	0.005150312	1	4.51E-21	3.99E-16	3.49E-11	0.980184298
Bpend	tree	0:TOL-STABLE	0	-1	0	1	0.001323566	1.04E-03	0.78361534	1390	1445	290703	410060	-0.20503599	0.05286136	0.5462158	0.00008	0.025547899	-4872.622681	4.541311518	0.619285975	3.237468069	1	1.22E-19	4.23E-15	1.45E-10	0.380714025
Bpend	tree	0:TOL-TOL	0	-1	-1	0	0.001288493	3.25E-04	0.25193165	1655	2041	359791	1811815	-0.15642029	-0.03791733	0.5342606	0.00008	0.023092577	-4962.952214	4.844772015	0.236101735	0.341245254	1	1.03E-20	7.19E-16	4.96E-11	0.763898265
Aly	grass	0:DEL-DEL	0	-2	-2	0	0.007135796	0.001887069	0.26445103	1357	304	63844	50849	-0.252213951	-0.5354228	0.4795558	0.00008	0.059296312	-242.3911011	0.43867066	0.085962561	4.663740007	0.854001	0.092693599	0.158978603	0.369790288	0.29257495
Aly	grass	0:DEL-EXDEL	0	-2	-3	-1	0.00677173	0.000963774	0.14232322	1595	361	80544	107079	-0.163726964	-0.9573426	0.4780383	0.00009	0.003759459	-120.1047679	0.659065572	0.007288288	13.12742238	0.681601	0.046756937	0.160313159	0.515415724	0.270225892
Aly	grass	0:DEL-STABLE	0	-2	0	2	0.00716812	0.011283804	1.57416506	2406	612	118531	24964	-0.004973457	1.5144901	0.4743581	0.00006	0.072886127	-4588.410507	4.380143772	0.832209581	49.95226504	1	3.55E-19	8.51E-15	2.01E-10	0.167790419
Aly	grass	0:DEL-TOL	0	-2	-1	1	0.006681948	0.004949033	0.74065724	1505	354	76927	28221	-0.169604758	0.5812267	0.4854294	0.00008	0.062438767	-3759.803526	3.738962715	0.45575398	28.45880606	1	1.43E-15	7.83E-12	4.21E-08	0.544245978
Aly	grass	0:EXDEL-DEL	0	-3	-2	1	0.008283043	0.002438802	0.29443313	21	6	939	1221	0.225210018	1.6713722	0.571875	0.00005	2.79E-05	-4605.513107	4.071091312	0.149582633	49.46261619	1	3.88E-17	4.56E-13	5.29E-09	0.850417362
Aly	grass	0:EXDEL-EXDEL	0	-3	-3	0	0.006287263	0.000535358	0.08514961	52	9	2665	4566	-0.432703316	-1.0142902	0.4708333	0.00007	0.000526473	-144.9590054	0.887991023	0.000194703	2.484886463	0.032403	0.012534516	0.081547087	0.459780205	0.445943489
Aly	grass	0:EXDEL-STABLE	0	-3	0	3	0.006803831	0.138840789	20.40626647	838	231	44537	924	0.11517159	2.8521219	0.4826705	0.00009	0.052468806	-1806.05505	0.010355355	0.99	49.99999995	0.999821	0.00930745	0.000224109	0.000225092	0.000243349
Aly	grass	0:EXDEL-TOL	0	-3	-1	2	0.008176798	0.050767841	6.20876781	214	45	9618	492	0.197860538	2.7787016	0.5039568	0.00007	0.013166263	-2423.763651	1.446363078	0.989944779	49.92153393	1	9.99E-08	2.69E-06	7.34E-05	0.009979051
Aly	grass	0:STABLE-DEL	0	0	-2	-2	0.006417666	0.0013292	0.20711584	40251	19483	2093028	4226969	-0.281032306	-0.9254191	0.4830904	0.00007	0.001544676	-86.01286956	0.518532239	1.31E-05	0.486192704	0.000181	0.111488815	0.243736467	0.511340629	0.133420959
Aly	grass	0:STABLE-EXDEL	0	0	-3	-3	0.006210345	0.000433633	0.06982421	31817	16341	1712025	10421472	-0.274568763	-1.0935531	0.4843183	0.00006	0.003638624	-646.5706827	0.555116245	3.54E-07	1.361099089	0.000026	0.030939715	0.079590054	0.267455167	0.62201471
Aly	grass	0:STABLE-STABLE	0	0	0	0	0.006501182	0.003032381	0.46643532	173	42	9024	4375	-0.202634885	-0.5173875	0.4858369	0.00006	0.000915912	-16.29151126	0.668754881	0.112506219	1.876352966	0.650352	0.148360997	0.415316302	0.323073822	0.00074266
Aly	grass	0:STABLE-TOL	0	0	-1	-1	0.006486811	0.002473415	0.38129899	51234	33928	2639561	4190186	-0.274157228	-0.6824778	0.4842163	0.00011	0.013008285	-40.51085514	0.344369947	7.83E-05	0.10592975	0.000355	0.311453933	0.340305793	0.33318219	0.014979799
Aly	grass	0:TOL-DEL	0	-1	-2	-1	0.006615769	0.001618356	0.24462091	19268	6177	972461	1114753	-0.278394937	-0.8729332	0.4855511	0.00007	0.005047719	-63.13960164	0.528134397	0.006547776	47.2518758	0.7477	0.124687575	0.276216631	0.511949487	0.080598532
Aly	grass	0:TOL-EXDEL	0	-1	-3	-2	0.00653721	0.000691291	0.1057471	11004	3097	562299	1247746	-0.276267263	-1.065238	0.4824981	0.00006	0.009999419	-296.6177651	0.553071284	3.87E-05	0.321302672	0.001099	0.048218291	0.122237726	0.378970264	0.450535033
Aly	grass	0:TOL-STABLE	0	-1	0	1	0.006852653	0.004203328	0.61338701	23361	7611	1143969	618383	-0.254672971	-0.170139	0.4819316	0.00008	0.067335138	-75.26864688	4.969700594	0.506200067	1.337305893	0.999998	2.02E-12	1.71E-07	0.005996328	0.487803434
Aly	grass	0:TOL-TOL	0	-1	-1	0	0.00663964	0.002585449	0.38939598	41317	21301	2083172	2581516	-0.266096162	-0.5706824	0.4855824	0.0002	7.97E-05	-87.14077799	0.270969554	0.026809399	5.366238944	0.388866	0.320651598	0.265009438	0.328868349	0.058661216
Atha	grass	0:DEL-DEL	0	-2	-2	0	0.007348353	8.18E-04	1.11E-01	310	92	14174	36743	-0.247626271	-0.37342833	0.4895692	0.00008	0.002751641	-4893.5742	0.321629163	0.02789402	0.041641566	0.352216	0.07070584	0.077508472	0.161230093	0.662661575
Atha	grass	0:DEL-STABLE	0	-2	0	2	0.00672365	2.63E-02	3.90E+00	1329	415	72497	6818	0.188708147	1.10194248	0.473816	0.00008	0.096300736	-185.2044442	0.010108326	0.989984373	49.98848909	0.999816	0.009554989	0.000220317	0.000187975	5.23E-05
Atha	grass	0:DEL-TOL	0	-2	-1	1	0.005997458	9.39E-03	1.56E+00	927	304	53682	13302	-0.087665736	0.80911933	0.4764061	0.00009	0.000633681	-4713.632224	2.934333639	0.846907626	3.480345202	1	4.61E-13	3.95E-10	3.35E-07	0.153092039
Atha	grass	0:EXDEL-STABLE	0	-3	0	3	0.006078165	1.23E+00	2.03E+02	569	246	33135	82	0.006643682	0.82081679	0.4525657	0.00008	0.04309316	-0.146939988	0.010000655	0.989999242	49.99992708	0.999803	0.010000743	1.48E-08	0	0
Atha	grass	0:STABLE-DEL	0	0	-2	-2	0.004787209	3.83E-04	8.00E-02	14921	8823	1069758	6705041	-0.145941696	-0.88658982	0.4769234	0.00007	3.38E-07	-130.7032847	0.831055781	3.46E-07	0.087227965	0.000016	0.018476303	0.10292074	0.49571251	0.3828901
Atha	grass	0:STABLE-EXDEL	0	0	-3	-3	0.004544038	2.74E-04	6.03E-02	6677	4550	503292	4890318	-0.155904325	-0.840844	0.4812391	0.00005	1.12E-06	-320.2843812	0.698591224	7.85E-07	0.11569368	0.000042	0.019535876	0.076941126	0.334728093	0.56879412
Atha	grass	0:STABLE-STABLE	0	0	0	0	0.007398677	3.49E-03	4.72E-01	36	10	1697	973	-0.06458988	-0.16910012	0.4115385	0.00007	0.000236493	-824.6329302	0.486832206	0.215217154	15.33963119	0.991857	0.03368805	0.069293377	0.202053147	0.479748272
Atha	grass	0:STABLE-TOL	0	0	-1	-1	0.004924929	1.14E-03	2.32E-01	29000	24419	2039921	6791319	-0.100293806	-0.50354269	0.4756357	0.00019	3.48E-06	-80.93731389	0.421637194	7.67E-06	0.204586909	0.000062	0.176312106	0.274376334	0.456430801	0.092873092
Atha	grass	0:TOL-DEL	0	-1	-2	-1	0.00522772	4.90E-04	9.37E-02	6582	2855	433348	1722968	-0.132188416	-0.82068473	0.4739366	0.00007	3.67E-06	-101.4128941	0.837514913	3.44E-06	0.283566421	0.000146	0.022076	0.123822496	0.55191679	0.302181276
Atha	grass	0:TOL-EXDEL	0	-1	-3	-2	0.002823232	1.57E-05	5.56E-03	34	24	4400	435872	0.16212248	-0.91788989	0.4462963	0.00006	0.000106363	-680.1712947	4.466244841	0.002666511	0.005746099	1	4.49E-15	1.30E-10	3.41E-06	0.997330079
Atha	grass	0:TOL-STABLE	0	-1	0	1	0.006004728	3.26E-03	5.43E-01	16136	7785	944811	850058	-0.026877822	0.03963994	0.4753807	0.0001	0.099604754	-350.0123267	4.22264089	0.432814262	1.3408959	1	3.03E-13	4.96E-09	6.73E-05	0.56711841
Atha	grass	0:TOL-TOL	0	-1	-1	0	0.004983592	1.46E-03	2.93E-01	30703	26594	2136558	5977178	-0.095064219	-0.3544485	0.478132	0.00024	0.020264193	-244.368073	0.237962626	0.001263267	0.099027789	0.006032	0.296685503	0.212890813	0.316073361	0.173087056
Sbic	grass	0:DEL-DEL	0	-2	-2	0	0.005047883	0.001503582	0.29786388	273	109	23112	28250	0.27635275	-0.26456126	0.5500776	0.00006	0.099841701	-12.77897857	4.901265793	0.095181383	5.550892324	0.988799	3.15E-08	0.001408473	0.810802219	0.092607894
Sbic	grass	0:DEL-EXDEL	0	-2	-3	-1	0.003717334	0.000495017	0.13316441	148	76	16653	61566	0.14517909	-0.10213301	0.5064248	0.00007	0.000106344	-24.48275051	1.638357366	0.00012257	0.139480443	0.005999	0.003512559	0.118722044	0.824953605	0.052689221
Sbic	grass	0:DEL-STABLE	0	-2	0	2	0.006071197	0.013752358	2.26518069	1127	425	78152	13428	0.18554126	0.37998724	0.5286	0.00008	0.099932113	-1795.789591	0.012505595	0.9899248	21.96007188	0.999599	0.009239186	0.000269324	0.000271814	0.000294877
Sbic	grass	0:DEL-TOL	0	-2	-1	1	0.005372488	0.007045604	1.3114229	762	291	58765	17113	0.08893935	0.08890967	0.5336094	0.00007	0.097446659	-455.2912188	0.021500507	0.667649419	4.274133186	0.918083	0.294881939	0.014837909	0.014443215	0.008187518
Sbic	grass	0:EXDEL-DEL	0	-3	-2	1	0.006401943	0.017206249	2.68766053	77	25	5177	631	0.31759617	0.36278404	0.5180375	0.00003	2.98E-05	-2270.437827	1.041073452	0.989919132	49.97299658	1	3.17E-06	3.16E-05	0.000340315	0.009705731
Sbic	grass	0:EXDEL-EXDEL	0	-3	-3	0	0.004636178	0.000732601	0.15801825	18	6	1212	2600	-1.31354016	-1.12898067	0.5918367	0.00005	0.000103144	-26.30793388	3.204924856	0.000108257	0.032786633	0.041689	3.50E-06	0.004325806	0.686746791	0.30881565
Sbic	grass	0:EXDEL-STABLE	0	-3	0	3	0.005527408	0.17334557	31.36109492	436	189	32341	467	0.02655526	0.28981976	0.5500763	0.00007	0.099998309	-0.117545657	0.010003571	0.989999726	49.99993788	0.999802	0.010000272	2.21E-09	0	0
Sbic	grass	0:EXDEL-TOL	0	-3	-1	2	0.005967794	0.083103512	13.92533265	127	49	9655	259	0.65291638	0.44030589	0.5220126	0.00008	0.097840606	-937.8049669	0.013597873	0.989994418	49.99727244	0.999825	0.009186813	0.000290975	0.000289217	0.000238577
Sbic	grass	0:STABLE-DEL	0	0	-2	-2	0.004194478	0.000573888	0.13681978	5753	3355	571477	2248657	0.12283155	-0.33995862	0.5350625	0.00005	1.25E-05	-89.9066932	0.63410988	2.45E-05	0.15123643	0.000443	0.063975596	0.201175077	0.550610131	0.184214652
Sbic	grass	0:STABLE-EXDEL	0	0	-3	-3	0.003933824	0.00014736	0.03745982	4069	2418	424136	5960124	0.02721041	-0.64939821	0.5357679	0.00003	6.14E-07	-271.0271433	0.930598931	2.50E-07	0.088648274	0.000032	0.005586336	0.041273344	0.295408929	0.657731142
Sbic	grass	0:STABLE-STABLE	0	0	0	0	0.004617461	0.003132341	0.67836877	42	20	4022	2554	0.47994702	-0.11228964	0.5714286	0.00008	0.007792693	-1.892275727	2.497759454	0.043621283	0.008727925	0.101159	0.040478146	0.858074313	0.057826258	0
Sbic	grass	0:STABLE-TOL	0	0	-1	-1	0.004371915	0.001176495	0.26910288	9110	6619	864174	2231892	0.09478124	-0.16559763	0.5368137	0.00003	3.58E-05	-69.30963325	0.377794924	0.000136267	0.324851347	0.00094	0.225958483	0.294912133	0.417681142	0.061311975
Sbic	grass	0:TOL-DEL	0	-1	-2	-1	0.004479813	0.000734869	0.16404001	2755	1300	255304	691280	0.10085133	-0.25128357	0.5409094	0.00007	2.75E-05	-142.2905942	0.465654302	0.00014103	0.173293986	0.001723	0.111967416	0.208741832	0.461534687	0.217615035
Sbic	grass	0:TOL-EXDEL	0	-1	-3	-2	0.00426805	0.000238259	0.05582394	1161	503	112709	790655	0.08920989	-0.48548497	0.5316386	0.00006	8.50E-06	-164.1179924	0.900183031	4.92E-06	0.107555018	0.00036	0.010509965	0.070879903	0.425285141	0.493320067
Sbic	grass	0:TOL-STABLE	0	-1	0	1	0.005190684	0.003208308	0.61808961	5527	2779	441230	355654	0.08988511	0.0351666	0.5400711	0.00007	0.003813887	-33.28079227	4.528904086	0.508126185	0.831720727	0.999824	1.12E-09	3.03E-05	0.125980124	0.365863399
Sbic	grass	0:TOL-TOL	0	-1	-1	0	0.004549189	0.001585791	0.34858756	8405	5944	762878	1511759	0.06856492	-0.07001426	0.5358207	0.00007	0.002243033	-300.4658757	0.201295712	0.018168062	4.938610032	0.272231	0.339051173	0.197234486	0.277170574	0.168375705
Cgr	grass	0:DEL-DEL	0	-2	-2	0	0.005434656	0.001191388	0.21922055	623	138	28559	27412	-0.7598537	-0.9312055	0.5060939	0.00007	0.00022707	-259.7516956	3.515560311	0.20060054	0.03437071	0.999996	2.18E-10	6.94E-07	0.001741813	0.797656952
Cgr	grass	0:DEL-EXDEL	0	-2	-3	-1	0.006159938	0.000568791	0.0923371	821	159	34282	56289	-0.6427071	-1.4416851	0.5033676	0.00009	7.14E-05	-972.3839872	0.449599641	0.000154	8.3857599	0.031636	0.051191057	0.092539467	0.249709531	0.606405945
Cgr	grass	0:DEL-STABLE	0	-2	0	2	0.006694598	0.003752548	0.56053382	716	146	28284	13080	-0.5371444	0.5014691	0.4987955	0.00005	0.013906858	-4869.048443	4.931177851	0.339780382	49.60525513	1	4.05E-21	3.45E-16	2.90E-11	0.660219618
Cgr	grass	0:DEL-TOL	0	-2	-1	1	0.005404819	0.00197918	0.36618807	570	113	26868	15482	-0.6776785	-0.4332738	0.4744243	0.00007	0.000458129	-762.1128475	1.827513556	0.288689218	2.786937631	0.999971	2.24E-06	0.000147193	0.009162396	0.701998952
Cgr	grass	0:EXDEL-DEL	0	-3	-2	1	0.006218314	0.001922192	0.30911778	28	3	1052	724	-0.9259662	1.5633867	0.4852941	0.00006	3.92E-05	-4829.119903	4.582851247	0.119922606	49.854151	1	1.93E-19	7.36E-15	2.77E-10	0.880077394
Cgr	grass	0:EXDEL-EXDEL	0	-3	-3	0	0.00516179	0.00076257	0.14773352	85	10	4409	2579	-0.4797096	-1.2957008	0.4717391	0.00006	4.44E-05	-48.11891945	4.860199427	0.070383847	0.264513816	0.999526	6.43E-11	3.99E-06	0.064435898	0.865176264
Cgr	grass	0:EXDEL-STABLE	0	-3	0	3	0.004560273	0.02480661	5.43972089	83	23	4499	474	-0.7726067	2.8315667	0.4497768	0.00006	1.81E-05	-1732.609638	2.866712724	0.989878342	49.83735349	1	1.03E-12	7.56E-10	5.35E-07	0.010121122
Cgr	grass	0:EXDEL-TOL	0	-3	-1	2	0.006904245	0.011752874	1.70226773	47	8	1382	290	-1.3790504	1.4914733	0.5334052	0.00006	0.024419606	-4582.521303	4.92947721	0.609053534	49.47565616	1	3.29E-21	2.79E-16	2.34E-11	0.390946466
Cgr	grass	0:STABLE-DEL	0	0	-2	-2	0.005280819	0.000563802	0.10676419	12932	5825	618430	2115236	-0.7124057	-1.4096085	0.4950645	0.00006	1.09E-06	-1167.598687	0.40243805	2.58E-06	0.132440032	0.000055	0.065691232	0.099880498	0.243643165	0.590782528
Cgr	grass	0:STABLE-EXDEL	0	0	-3	-3	0.005001135	0.000173213	0.03463476	10134	4703	506385	5248063	-0.7508385	-1.5764494	0.4973344	0.00006	4.34E-05	-4999.452815	0.518907402	0.002101277	0.000976193	0.15723	0.01354384	0.031163846	0.102058608	0.851132429
Cgr	grass	0:STABLE-STABLE	0	0	0	0	0.00485605	0.00237312	0.48869351	73	22	3705	2128	-0.7805846	-0.9658347	0.4933511	0.00007	1.65E-05	-22.33397413	4.306628144	0.252110702	23.340551	0.999813	2.91E-08	0.000425615	0.445075443	0.302388211
Cgr	grass	0:STABLE-TOL	0	0	-1	-1	0.005264484	0.001133622	0.21533399	16831	10492	807447	2036444	-0.7121439	-1.1866495	0.4982869	0.00008	0.003594598	-763.341762	0.274299306	0.000468601	0.14533732	0.003804	0.179420997	0.157147223	0.280907993	0.382055186
Cgr	grass	0:TOL-DEL	0	-1	-2	-1	0.005307077	0.00076034	0.14326899	6507	2009	307762	566304	-0.7345968	-1.2688602	0.500465	0.00007	7.39E-05	-1703.898525	0.311549452	4.22E-05	0.164042933	0.000564	0.109891035	0.114997536	0.230230865	0.544838393
Cgr	grass	0:TOL-EXDEL	0	-1	-3	-2	0.00528842	0.000293417	0.05548282	3663	969	173913	654218	-0.7333173	-1.5038673	0.504902	0.00008	1.87E-05	-3767.598108	0.439614144	3.49E-05	0.385873667	0.001795	0.030235651	0.052905647	0.14398952	0.772834234
Cgr	grass	0:TOL-STABLE	0	-1	0	1	0.005413515	0.001742335	0.32184908	7495	2265	349508	311316	-0.7136959	-0.9023129	0.4980029	0.00006	0.00793121	-487.9243453	0.417697532	0.172594854	2.064030866	0.889252	0.070289027	0.112618928	0.271128932	0.373368259
Cgr	grass	0:TOL-TOL	0	-1	-1	0	0.005351613	0.001289371	0.24093121	14149	7116	669524	1255283	-0.7022285	-1.0783233	0.4961448	0.00008	0.005151848	-737.5553098	0.318241706	0.068219701	0.689214668	0.506536	0.12727943	0.136793376	0.269851251	0.397856242
Crub	grass	0:DEL-DEL	0	-2	-2	0	0.008542464	1.16E-03	0.13554625	475	96	19937	27310	0.07176849	-0.33742894	0.4856025	0.00008	0.003847084	-105.3964725	4.903913099	0.071706107	6.132610908	0.999998	1.09E-12	8.12E-08	0.003230906	0.925062906
Crub	grass	0:DEL-EXDEL	0	-2	-3	-1	0.006838961	2.63E-04	0.03850772	210	52	10099	56114	-0.34729273	-0.95911585	0.4447653	0.00007	0.00015107	-1655.073828	0.559358911	6.72E-05	0.148662255	0.004688	0.017791555	0.0465848	0.164543904	0.771012554
Crub	grass	0:DEL-STABLE	0	-2	0	2	0.01076281	9.98E-03	0.92761767	1656	330	56305	12941	0.1769126	0.53826425	0.4662617	0.00007	0.099549662	-4447.000543	4.072614613	0.524423499	8.588740664	1	2.47E-17	2.91E-13	3.38E-09	0.475576498
Crub	grass	0:DEL-TOL	0	-2	-1	1	0.008702154	4.51E-03	0.51794874	874	177	35963	15422	0.06509711	0.5532466	0.4553586	0.00007	0.099413095	-4741.666423	4.52657817	0.291656691	5.904368746	1	2.97E-19	9.98E-15	3.30E-10	0.708343309
Crub	grass	0:EXDEL-DEL	0	-3	-2	1	0.011163032	7.18E-03	0.64356802	92	13	2996	730	0.14056753	0.64279084	0.4217391	0.00006	0.000632636	-4883.279756	4.125206837	0.270409516	48.10315329	1	1.53E-17	2.03E-13	2.67E-09	0.729590481
Crub	grass	0:EXDEL-EXDEL	0	-3	-3	0	0.011418202	4.19E-04	0.0367071	30	4	796	2651	-0.68630193	-0.82228992	0.4194444	0.00004	0.000269681	-3693.093615	0.470504314	0.000164523	0.052399808	0.008847	0.023668063	0.046208017	0.134985414	0.794973983
Crub	grass	0:EXDEL-STABLE	0	-3	0	3	0.00663718	1.67E-01	25.12097072	593	203	32256	507	0.10693837	0.88839267	0.4791209	0.00009	0.068242267	-366.289537	0.010513697	0.989973015	49.98720873	0.999818	0.009479798	0.00022983	0.000214296	0.000103062
Crub	grass	0:EXDEL-TOL	0	-3	-1	2	0.010137144	5.36E-02	5.2831011	175	36	6765	300	0.54127978	1.26995802	0.484375	0.00008	0.000181225	-70.64226771	0.011453385	0.989832194	49.91745705	0.999813	0.009745506	0.000246542	0.000162345	1.34E-05
