species	group	category	fold	from	to	delta	PiS	PiN	PiNPiS	syn_counts	nsyn_counts	Lsyn	Lnsyn	TD4	TD0	GC3	gradient	eps	Sd	beta	pb	Sb	alpha	D1	D2	D3	D4
Dis	tree	0:EXDEL-DEL	0	-3	-2	1	0.002108542	0.005431131	2.57577512	14	11	1605	564	-0.5213057	-0.04278945	0.3840909	0.00008	2.96E-05	-224.7813317	0.079961954	0.989831255	47.78277175	0.999881	0.006869398	0.00136453	0.001404079	0.000530738
Dis	tree	0:EXDEL-STABLE	0	-3	0	3	0.002203197	0.223202372	101.3084031	439	326	41779	426	-1.0698516	0.14497283	0.5391434	0.00008	3.95E-07	-0.037509897	0.017997195	0.989999678	49.99942212	0.999801	0.010000322	1.89E-17	0	0
Dis	tree	0:EXDEL-TOL	0	-3	-1	2	0.002948815	0.0284689	9.65435289	16	11	1601	154	0.1740055	1.46831428	0.5068182	0.00007	9.41E-05	-1367.883615	2.891125421	0.989779925	49.78236156	1	1.67E-12	1.29E-09	9.58E-07	0.010219116
Dis	tree	0:STABLE-DEL	0	0	-2	-2	0.002200089	0.000391812	0.17808931	11373	9232	1137784	4158032	-0.919736	-1.56937567	0.5190531	0.00008	2.39E-06	-568.710202	0.342029454	1.24E-05	0.065736694	0.000134	0.12799276	0.152207561	0.31205856	0.407728749
Dis	tree	0:STABLE-EXDEL	0	0	-3	-3	0.002024973	0.000173699	0.08577862	8416	9047	890325	8075991	-1.0072456	-1.88820573	0.5259138	0.00007	2.32E-07	-791.5233704	0.517092591	0.00000116	0.127885914	0.000042	0.035740742	0.081364431	0.253696078	0.629197589
Dis	tree	0:STABLE-STABLE	0	0	0	0	0.002831536	0.001335491	0.47164889	55	29	4422	5009	-0.7768721	-0.71038948	0.4876712	0.00007	4.69E-05	-253.2786241	4.113197779	0.436137322	0.054327863	1	2.56E-12	3.23E-08	0.000315602	0.563547043
Dis	tree	0:STABLE-TOL	0	0	-1	-1	0.002221026	0.000775732	0.34926764	17397	19150	1728483	4872224	-0.9113397	-1.25840442	0.5145148	0.00041	0.002684613	-857.5889688	0.166635875	3.71E-05	0.046496928	0.000144	0.349704296	0.162788177	0.228776204	0.258694198
Dis	tree	0:TOL-DEL	0	-1	-2	-1	0.00248682	0.000495778	0.19936203	4025	2234	366727	820232	-0.8229941	-1.48548969	0.5108021	0.00009	0.000944695	-394.7468502	0.339739969	4.94E-05	0.101171264	0.000474	0.146940862	0.172494328	0.341412553	0.339102894
Dis	tree	0:TOL-EXDEL	0	-1	-3	-2	0.002329609	0.000168031	0.0721283	1285	664	125727	662880	-0.8019084	-1.69403802	0.5187831	0.00009	1.40E-05	-2156.511646	0.4313379	3.17E-05	0.377220167	0.001197	0.041164063	0.069832706	0.18495854	0.70401302
Dis	tree	0:TOL-STABLE	0	-1	0	1	0.002552248	0.001625303	0.63681234	5940	3418	540836	515321	-0.7367638	-0.54813451	0.5082782	0.00006	0.003326676	-719.1118717	0.517653299	0.450860266	2.913134922	0.988604	0.020547509	0.046837336	0.145450624	0.336304266
Dis	tree	0:TOL-TOL	0	-1	-1	0	0.002364466	0.000962225	0.40695249	13882	13027	1317351	2863297	-0.8560855	-1.04794141	0.5155907	0.00025	0.003650433	-4763.721479	0.115249877	0.022781362	48.44579058	0.782808	0.389487367	0.118272654	0.153031722	0.316426895
Laca	tree	0:DEL-DEL	0	-2	-2	0	0.007949371	0.002594502	0.32637825	1910	427	76249	52593	0.5277564	0.5584741	0.485676	0.00008	0.088029974	-3918.97753	3.260392082	0.318570133	0.098012906	1	1.56E-13	2.84E-10	5.08E-07	0.681429358
Laca	tree	0:DEL-EXDEL	0	-2	-3	-1	0.007567957	0.000955474	0.1262526	1398	337	58272	104291	0.4993446	0.2044898	0.4894472	0.00009	8.60E-05	-4978.739325	0.281842452	0.016911855	0.00842775	0.188803	0.099113289	0.090470758	0.17176307	0.621741028
Laca	tree	0:DEL-STABLE	0	-2	0	2	0.007676648	0.042836483	5.58010243	12003	3428	502234	28532	0.5857876	1.1113351	0.4996913	0.00321	0.01198344	-0.003706879	0.015079468	0.989999796	49.99996188	0.999799	0.010000204	0	0	0
Laca	tree	0:DEL-TOL	0	-2	-1	1	0.007746799	0.010815136	1.39607813	4185	990	172156	31307	0.5478752	0.8936926	0.4928478	0.0001	0.092984725	-4198.622525	4.013830023	0.746624856	49.11633145	1	2.96E-17	3.05E-13	3.10E-09	0.253375141
Laca	tree	0:EXDEL-DEL	0	-3	-2	1	0.00907757	0.017499806	1.92780725	553	103	20446	2031	0.7974033	0.9217153	0.5028592	0.00007	0.099862863	-1525.080818	2.576289917	0.989874636	30.70650682	1	1.76E-11	6.59E-09	2.38E-06	0.010122977
Laca	tree	0:EXDEL-EXDEL	0	-3	-3	0	0.006844361	0.000969577	0.14166068	149	24	6767	8707	0.4252776	0.9566056	0.4745763	0.00007	0.000798114	-4923.846927	4.85164734	0.124647335	0.030641243	1	1.14E-20	8.11E-16	5.68E-11	0.875352665
Laca	tree	0:EXDEL-STABLE	0	-3	0	3	0.007750985	0.509347386	65.71389164	8275	3439	352032	2442	0.7127506	1.1879152	0.5055326	0.00145	4.97E-05	-0.565459872	0.010139048	0.989984946	49.99419872	0.999805	0.010008079	6.97E-06	1.18E-13	0
Laca	tree	0:EXDEL-TOL	0	-3	-1	2	0.009817287	0.122175993	12.44498494	1153	243	41339	759	1.0422325	1.4721807	0.488494	0.00041	0.000103524	-774.8156438	0.012858871	0.989947556	49.95791009	0.999822	0.009295602	0.000277938	0.000273658	0.000205246
Laca	tree	0:STABLE-DEL	0	0	-2	-2	0.006433541	0.001066418	0.16575912	28377	13465	1377026	3677377	0.451607	0.1396153	0.5038958	0.00004	3.64E-07	-4999.528845	0.222091392	2.01E-06	0.027956521	0.000017	0.165272446	0.110245459	0.182440657	0.542039423
Laca	tree	0:STABLE-EXDEL	0	0	-3	-3	0.006626961	0.000477023	0.07198211	22697	14057	1075688	8532212	0.4795855	0.1142131	0.5028457	0.00009	6.24E-07	-4999.966127	0.380014419	0.013937636	9.43E-05	0.297051	0.043605831	0.060948925	0.145026948	0.736480659
Laca	tree	0:STABLE-STABLE	0	0	0	0	0.009026714	0.004914614	0.54445212	288	62	11031	3760	0.9440663	0.2328027	0.4514205	0.00007	0.000568126	-2.88504497	4.679438717	0.011144291	0.000284227	0.046593	7.46E-05	0.31908518	0.669695946	3.01E-11
Laca	tree	0:STABLE-TOL	0	0	-1	-1	0.006122971	0.002316481	0.37832625	40797	29950	2076417	3886676	0.4433056	0.2791555	0.5042992	0.00052	2.14E-06	-2135.962691	0.123416924	2.88E-05	0.013357772	0.00009	0.411942713	0.135139926	0.176488206	0.276400334
Laca	tree	0:TOL-DEL	0	-1	-2	-1	0.007401919	0.001400186	0.18916527	9600	2817	412499	600751	0.5387276	0.2490123	0.5020329	0.00004	2.85E-06	-4979.682318	0.202557255	1.65E-05	0.035072317	0.000116	0.194303146	0.115370988	0.182530361	0.507778996
Laca	tree	0:TOL-EXDEL	0	-1	-3	-2	0.007788702	0.000533287	0.06846924	3996	1027	161789	570277	0.4983122	0.2118648	0.501487	0.00007	2.02E-05	-4996.874506	0.496494444	0.039539783	0.000281819	0.754137	0.01579703	0.033726369	0.104901505	0.806035314
Laca	tree	0:TOL-STABLE	0	-1	0	1	0.006819801	0.011023793	1.61643893	28963	13261	1331282	400865	0.4706221	0.7648983	0.5020386	0.00093	0.099860857	-516.405232	0.013044209	0.989623232	10.61571036	0.999145	0.00963545	0.000291578	0.000280902	0.000168837
Laca	tree	0:TOL-TOL	0	-1	-1	0	0.006448528	0.00311965	0.48377703	30838	18809	1495757	1885004	0.4602866	0.458303	0.504522	0.00022	0.019711144	-4795.716689	4.398425205	0.480199621	0.043268873	1	7.54E-19	1.89E-14	4.65E-10	0.519800379
Lfor	tree	0:DEL-DEL	0	-2	-2	0	0.008198573	0.002918109	0.35592886	3170	571	100764	52323	-0.3164647	-0.2147033	0.4996088	0.00008	0.094162268	-455.0015378	4.977247498	0.304462191	1.095206333	1	3.54E-16	3.31E-11	2.66E-06	0.695535144
Lfor	tree	0:DEL-EXDEL	0	-2	-3	-1	0.008419527	0.001202801	0.14285845	3089	547	95226	103911	-0.3321369	-0.79180642	0.5011085	0.00007	1.52E-05	-2757.013309	0.277436148	8.09E-05	0.05919465	0.000918	0.123203743	0.110009045	0.205449721	0.561256589
Lfor	tree	0:DEL-STABLE	0	-2	0	2	0.008728029	0.032192029	3.68835037	13788	2889	414971	28158	-0.2856998	0.47464459	0.504903	0.0001	1.53E-06	-0.000839791	0.470887106	0.989998453	49.9990654	0.999798	0.010001547	0	0	0
Lfor	tree	0:DEL-TOL	0	-2	-1	1	0.008488681	0.009551532	1.125208	5367	1002	165207	31073	-0.3062444	0.21299294	0.4944567	0.00017	0.077715732	-4780.135418	4.381705381	0.580455951	49.66203057	1	7.31E-19	1.76E-14	4.17E-10	0.419544049
Lfor	tree	0:EXDEL-DEL	0	-3	-2	1	0.007948345	0.01990591	2.50440946	688	118	21992	1969	-0.41271	0.73535185	0.512807	0.00008	0.057500717	-3320.512939	3.148729909	0.989688849	49.68270929	1	1.16E-14	1.63E-11	2.25E-08	0.010311128
Lfor	tree	0:EXDEL-EXDEL	0	-3	-3	0	0.008183256	0.001129801	0.13806249	291	39	9650	8539	-0.1552144	-0.48702959	0.468806	0.00008	0.037671154	-4873.030387	0.306581092	0.024650933	47.74495169	0.951928	0.080534567	0.082535889	0.165842769	0.646435842
Lfor	tree	0:EXDEL-STABLE	0	-3	0	3	0.008835927	0.442344601	50.06204919	9999	3070	297876	2309	-0.2775829	0.75641385	0.5167317	0.00026	2.13E-06	-0.002168429	0.548740286	0.989997126	49.99909674	0.999798	0.010002874	0	0	0
Lfor	tree	0:EXDEL-TOL	0	-3	-1	2	0.010232075	0.094797864	9.26477419	1259	200	32680	690	-0.2419576	0.66562289	0.4987406	0.00009	6.63E-06	-0.028646755	0.537899631	0.989987838	49.99397111	0.999801	0.010012162	1.11E-18	0	0
Lfor	tree	0:STABLE-DEL	0	0	-2	-2	0.006941222	0.001262079	0.18182373	49409	21857	1801506	3678459	-0.4286855	-1.03447281	0.5145994	0.00085	1.98E-06	-325.6292626	0.371603023	1.11E-05	0.06824675	0.000117	0.130890272	0.174795485	0.364197058	0.33010606
Lfor	tree	0:STABLE-EXDEL	0	0	-3	-3	0.00705965	0.000571944	0.08101593	40640	23634	1447420	8533241	-0.4532612	-1.1223233	0.5134489	0.00008	1.10E-07	-2042.505803	0.402855863	2.50E-07	0.061508922	0.000006	0.052292775	0.07976028	0.197672511	0.670274183
Lfor	tree	0:STABLE-STABLE	0	0	0	0	0.009961	0.006096025	0.61198924	570	88	15371	3760	-0.1966458	-0.3110613	0.4937236	0.00007	0.060822545	-4224.103565	3.43096411	0.629126725	0.018251868	1	1.27E-14	3.43E-11	9.10E-08	0.370873184
Lfor	tree	0:STABLE-TOL	0	0	-1	-1	0.006686358	0.002756031	0.41218713	64341	45993	2430345	3888204	-0.4364563	-0.72791018	0.5145589	0.00067	4.73E-06	-145.6258592	0.197378297	8.07E-05	0.07439371	0.000276	0.406671887	0.22757877	0.280201017	0.085467598
Lfor	tree	0:TOL-DEL	0	-1	-2	-1	0.007651488	0.001665425	0.21766024	18011	4472	606180	600419	-0.3626127	-0.86735346	0.5088726	0.00009	1.53E-06	-329.5634877	0.319594071	1.19E-05	0.051614106	0.000094	0.175098732	0.187996274	0.348785009	0.288108125
Lfor	tree	0:TOL-EXDEL	0	-1	-3	-2	0.008060555	0.000608542	0.07549624	8355	1707	262780	569939	-0.4221198	-1.17040644	0.5036057	0.00008	5.07E-06	-1903.978086	0.419031311	8.39E-06	0.101341695	0.00024	0.047645555	0.077221539	0.19833046	0.676794053
Lfor	tree	0:TOL-STABLE	0	-1	0	1	0.007575297	0.010301866	1.35992886	40222	14292	1362609	400159	-0.3758814	0.09783928	0.5107698	0.00039	0.072889526	-4104.529281	3.528671219	0.812830468	29.32445687	1	2.75E-15	9.27E-12	3.08E-08	0.187169501
Lfor	tree	0:TOL-TOL	0	-1	-1	0	0.006897766	0.003546754	0.51418876	48814	26689	1790576	1884429	-0.4296291	-0.4682679	0.5136798	0.00455	0.011373593	-4196.667152	0.412464552	0.47328881	0.155798733	0.972205	0.019031267	0.030134224	0.077138074	0.400407625
Peu	tree	0:DEL-DEL	0	-2	-2	0	0.007362331	0.003340203	0.45368823	1383	292	56689	25769	0.2960745	0.19073685	0.4343411	0.00008	0.012622238	-100.1647934	3.192789068	0.414057665	0.331381493	0.99994	3.10E-08	4.51E-05	0.036081558	0.549815667
Peu	tree	0:DEL-EXDEL	0	-2	-3	-1	0.007047691	0.001594562	0.22625313	1531	335	66864	52986	0.3855853	-0.43888777	0.4203981	0.00008	0.004276781	-115.5829075	0.393400054	0.000174675	3.490459668	0.005027	0.173413847	0.246414238	0.438361384	0.141635856
Peu	tree	0:DEL-STABLE	0	-2	0	2	0.007693095	0.021962596	2.85484525	2738	682	113659	13812	0.5578068	2.41862298	0.4275065	0.00052	0.00715171	-641.5301862	0.011852872	0.989933406	49.94041302	0.99982	0.009386905	0.000258139	0.000251247	0.000170302
Peu	tree	0:DEL-TOL	0	-2	-1	1	0.007977492	0.008978926	1.12553247	1450	309	60133	13459	0.7281464	1.61518871	0.41744	0.00008	0.00774088	-4271.450048	3.923346936	0.647427842	49.93024141	1	9.39E-17	7.86E-13	6.48E-09	0.352572152
Peu	tree	0:EXDEL-DEL	0	-3	-2	1	0.007757633	0.021863137	2.81827433	124	23	5144	513	0.5846341	2.80723415	0.3863636	0.00004	1.54E-05	-3935.66322	1.653948096	0.989728318	49.71489717	1	7.81E-09	3.44E-07	1.53E-05	0.010256065
Peu	tree	0:EXDEL-EXDEL	0	-3	-3	0	0.00836073	0.001152349	0.13782878	49	10	1745	2069	0.2264533	-0.53903122	0.3790909	0.00007	5.36E-05	-79.44470824	4.893289173	0.056886495	29.41484176	0.999998	4.70E-12	3.34E-07	0.010390617	0.932722553
Peu	tree	0:EXDEL-STABLE	0	-3	0	3	0.006819806	0.207205783	30.38294449	663	193	31745	466	0.6630578	3.2165929	0.4324437	0.00024	1.00E-05	-577.3810105	0.010949995	0.989981835	49.97692316	0.999819	0.009402523	0.000238462	0.000230245	0.000146935
Peu	tree	0:EXDEL-TOL	0	-3	-1	2	0.007556199	0.120185407	15.90553836	185	41	8403	176	0.9029295	3.3121171	0.4361925	0.00007	1.80E-05	-2329.36915	0.012122565	0.989962047	49.98866212	0.999824	0.009200471	0.000259995	0.000263343	0.000314143
Peu	tree	0:STABLE-DEL	0	0	-2	-2	0.007232355	0.001533758	0.21206893	20304	9381	860928	1513064	0.3692525	-0.51353983	0.4250157	0.00009	2.60E-06	-88.38040065	0.4634501	1.23E-05	0.067792156	0.000114	0.140981521	0.256069824	0.482689637	0.120246683
Peu	tree	0:STABLE-EXDEL	0	0	-3	-3	0.007258418	0.000405393	0.05585143	15076	6260	637999	3417931	0.3767194	-0.90112713	0.4257231	0.00019	1.85E-06	-850.7908188	0.541134379	2.59E-07	10.40963364	0.00011	0.029231874	0.072014756	0.238103615	0.660649496
Peu	tree	0:STABLE-STABLE	0	0	0	0	0.007388345	0.005230195	0.70789801	89	23	3804	1437	0.4931054	0.61259423	0.4239496	0.00007	2.94E-05	-36.52426672	4.629401789	0.463666054	5.203626868	0.999964	4.74E-10	1.65E-05	0.101914701	0.434402745
Peu	tree	0:STABLE-TOL	0	0	-1	-1	0.007255813	0.003377808	0.46553134	25945	18474	1103307	1510492	0.3973591	-0.08472422	0.4257774	0.00032	0.002439169	-24.48519454	0.286383488	0.000378547	0.386636206	0.001413	0.440644534	0.349165804	0.208100092	0.001711023
Peu	tree	0:TOL-DEL	0	-1	-2	-1	0.007267515	0.002171738	0.29882814	8151	2310	344145	283273	0.3718382	-0.23139272	0.4211712	0.00008	4.26E-05	-114.4224932	0.297198296	3.69E-05	0.67921911	0.000259	0.271707432	0.257466641	0.370252415	0.10053665
Peu	tree	0:TOL-EXDEL	0	-1	-3	-2	0.007502989	0.000745115	0.09930904	3593	862	147826	281631	0.3992553	-0.57084823	0.4225387	0.00063	4.44E-05	-636.8670216	0.436121797	0.000211806	0.276635099	0.004605	0.067517629	0.116000847	0.2968984	0.519371318
Peu	tree	0:TOL-STABLE	0	-1	0	1	0.007343861	0.008740459	1.1901721	13075	4479	551046	178776	0.4115435	0.99734976	0.4264977	0.00035	0.012199127	-183.9930451	3.886287067	0.775287464	12.910309	1	1.74E-11	1.29E-07	0.000676222	0.224036185
Peu	tree	0:TOL-TOL	0	-1	-1	0	0.00727344	0.004324028	0.59449562	20246	11276	861199	778027	0.4098015	0.24542014	0.4243791	0.00021	0.004741818	-179.7077636	0.113075601	0.082902186	2.252029907	0.344124	0.538575651	0.15667474	0.167207974	0.054639449
Pil	tree	0:DEL-DEL	0	-2	-2	0	0.000264828	7.36E-05	0.27787839	11	23	5918	74063	-1.8052493	-0.66857218	0.3333333	0.00008	0.072624692	-4835.881171	4.524238716	0.109471492	44.56759945	1	3.50E-19	1.17E-14	3.85E-10	0.890528508
Pil	tree	0:DEL-EXDEL	0	-2	-3	-1	0.000860795	5.44E-05	0.06325351	22	33	7079	165187	-0.1238158	-0.18909038	0.5	0.00008	1.72E-05	-4904.997087	4.738669856	0.053199008	2.035281986	1	3.97E-20	2.17E-15	1.17E-10	0.946800992
Pil	tree	0:DEL-STABLE	0	-2	0	2	0.000389653	1.15E-03	2.96308751	45	108	25904	41128	-0.8752414	2.23186992	0.2784314	0.00004	0.058725332	-2979.690132	2.835015244	0.987194631	49.89987825	1	3.70E-13	2.52E-10	1.69E-07	0.0128052
Pil	tree	0:DEL-TOL	0	-2	-1	1	0.000804282	3.44E-04	0.42832541	17	32	7780	37380	1.0853027	1.618342	0.4568182	0.00006	0.000111944	-4396.501069	3.58324643	0.23416059	49.20204138	1	5.17E-15	1.98E-11	7.45E-08	0.765839335
Pil	tree	0:EXDEL-STABLE	0	-3	0	3	0.000318256	4.37E-02	137.3726287	18	95	22344	1107	1.4507675	3.23741973	0.4	0.00009	4.67E-05	-516.3799726	0.01038496	0.989970937	49.97827198	0.999818	0.009454588	0.00022708	0.000217445	0.00012995
Pil	tree	0:STABLE-DEL	0	0	-2	-2	0.000424094	5.58E-05	0.13150933	398	959	199007	4797493	-1.0916794	-0.10509937	0.4311563	0.00007	0.028224044	-4997.657226	4.979409312	0.073266749	49.7726362	1	3.06E-21	2.91E-16	2.73E-11	0.926733251
Pil	tree	0:STABLE-EXDEL	0	0	-3	-3	0.000321995	2.68E-05	0.08324031	293	1118	246526	11354687	-0.223515	-0.20555194	0.4422741	0.00006	3.55E-05	-4990.425373	4.956910815	0.079185232	0.191219424	1	3.85E-21	3.48E-16	3.11E-11	0.920814768
Pil	tree	0:STABLE-TOL	0	0	-1	-1	0.00045495	8.04E-05	0.17676893	594	1368	267133	4814283	-1.2036892	-0.04580264	0.4247813	0.00008	0.040003548	-4992.71534	4.966955841	0.094576079	49.80197703	1	3.41E-21	3.15E-16	2.88E-11	0.905423921
Pil	tree	0:TOL-DEL	0	-1	-2	-1	0.000387241	4.76E-05	0.12299583	63	158	34039	962606	-1.1025009	0.05940709	0.3684524	0.00007	0.024392409	-4982.57261	4.922928673	0.065031867	49.47766748	1	5.57E-21	4.66E-16	3.84E-11	0.934968133
Pil	tree	0:TOL-EXDEL	0	-1	-3	-2	0.000818799	3.02E-05	0.03682521	87	109	22012	965853	-1.1421572	-0.27520693	0.3960396	0.00007	0.021267547	-4997.042393	4.98645626	0.020922853	48.24215237	1	3.01E-21	2.91E-16	2.78E-11	0.979077147
Pil	tree	0:TOL-STABLE	0	-1	0	1	0.000735867	2.22E-04	0.30129592	301	396	77102	587713	-1.4364963	0.6328901	0.4087644	0.00006	0.023369551	-4995.359148	4.978944981	0.124718324	49.93031979	1	2.91E-21	2.77E-16	2.60E-11	0.875281676
Pil	tree	0:TOL-TOL	0	-1	-1	0	0.000561676	8.10E-05	0.14421457	273	669	123440	2538818	-0.4726939	0.31441197	0.4444606	0.00007	0.014576661	-4980.932213	4.910472913	0.080790016	49.55107317	1	6.23E-21	5.06E-16	4.06E-11	0.919209984
Pru	tree	0:DEL-DEL	0	-2	-2	0	0.003149913	0.000999543	0.31732394	733	249	58294	58611	-0.46570479	-0.687836631	0.3966019	0.00008	0.000896524	-4909.486862	0.163866209	0.037892303	48.95560459	0.905007	0.257366695	0.117871045	0.17059146	0.416278498
Pru	tree	0:DEL-EXDEL	0	-2	-3	-1	0.00287333	0.000367479	0.12789292	560	200	49050	130004	-0.44796679	-0.633480828	0.3964336	0.00008	0.000224213	-4933.98258	0.393306744	0.068802138	0.007165136	0.710245	0.03700125	0.054473155	0.133626676	0.706096781
Pru	tree	0:DEL-STABLE	0	-2	0	2	0.002763948	0.00318005	1.15054621	865	333	81133	32166	-0.33609123	0.374417384	0.4129933	0.00008	0.049061455	-4609.145587	4.128335356	0.638155206	48.91848152	1	9.31E-18	1.25E-13	1.65E-09	0.361844792
Pru	tree	0:DEL-TOL	0	-2	-1	1	0.00272747	0.001489647	0.54616444	420	172	38750	29410	-0.44784854	-0.399371664	0.4178571	0.00008	0.005865936	-210.4793364	0.990431419	0.32127042	11.91626476	0.998588	0.003399655	0.029158995	0.227301913	0.418869017
Pru	tree	0:EXDEL-DEL	0	-3	-2	1	0.001915417	0.00463284	2.41871125	16	11	1863	668	-0.77591093	-0.006667451	0.4714286	0.00005	0.000159274	-2194.754605	0.476616979	0.987828841	13.75155216	0.999979	0.000351092	0.000699571	0.002056551	0.009063946
Pru	tree	0:EXDEL-STABLE	0	-3	0	3	0.002789491	0.205548134	73.68659652	798	358	73875	591	-0.35098799	0.850500319	0.3879023	0.00068	8.04851E-05	-353.2424387	0.012424233	0.98992087	49.96794497	0.999819	0.009436476	0.000270843	0.000252773	0.000119038
Pru	tree	0:EXDEL-TOL	0	-3	-1	2	0.003159023	0.031405164	9.94141678	41	19	3732	212	0.08035927	0.919677952	0.4105769	0.00008	7.18E-05	-1536.75719	0.795825669	0.989866351	49.92399668	0.999999	3.17E-05	0.000165881	0.00100573	0.008930339
Pru	tree	0:STABLE-DEL	0	0	-2	-2	0.002785477	0.00046408	0.1666069	14253	9712	1286494	4829728	-0.45341333	-0.760652527	0.4145599	0.00006	3.43E-06	-4999.291505	0.231477194	0.000181743	0.018388295	0.001623	0.152915378	0.107568864	0.181895177	0.557438838
Pru	tree	0:STABLE-EXDEL	0	0	-3	-3	0.002749219	0.000208303	0.07576797	12820	11155	1181440	12173630	-0.42457327	-0.812201666	0.4147335	0.00008	8.18E-07	-4999.508797	0.418295053	0.023692772	0.00010217	0.495633	0.031237678	0.050560437	0.131378698	0.763130415
Pru	tree	0:STABLE-STABLE	0	0	0	0	0.003930977	0.0013356	0.33976275	115	23	7064	4583	-0.59054448	-0.214688242	0.4010067	0.00007	0.054244201	-4617.772841	4.207198798	0.257732152	2.343626217	1	8.62E-18	1.39E-13	2.20E-09	0.742267846
Pru	tree	0:STABLE-TOL	0	0	-1	-1	0.002721103	0.000882955	0.32448432	18273	17660	1691044	4816969	-0.44748469	-0.611044991	0.4102549	0.00019	2.50E-05	-4995.347252	0.234417771	0.195543744	0.000126186	0.688208	0.120102647	0.085875819	0.146197413	0.452280376
Pru	tree	0:TOL-DEL	0	-1	-2	-1	0.00299728	0.000604839	0.20179591	5416	2310	451929	907758	-0.47291649	-0.657458627	0.4153404	0.00009	2.40E-05	-4990.164476	0.297448141	0.102430891	0.000628649	0.636341	0.079403778	0.078034309	0.153567988	0.586563034
Pru	tree	0:TOL-EXDEL	0	-1	-3	-2	0.002995159	0.000210467	0.07026888	2291	849	194730	921887	-0.40601141	-0.792270139	0.4145083	0.00008	1.06E-05	-4996.061401	0.489111002	0.035661891	0.000515947	0.722424	0.016895254	0.035178493	0.10757583	0.804688532
Pru	tree	0:TOL-STABLE	0	-1	0	1	0.002926582	0.001638035	0.55970907	7232	3426	634489	551023	-0.37385904	-0.274086742	0.4155339	0.00007	0.03727794	-119.2734103	3.838925861	0.412458136	3.394204409	0.999998	3.30E-10	2.14E-06	0.008214692	0.579325027
Pru	tree	0:TOL-TOL	0	-1	-1	0	0.002781161	0.00102871	0.3698849	12589	9663	1148163	2338735	-0.42017777	-0.489745353	0.4090758	0.00007	0.067188359	-4955.351739	0.554993212	0.354271903	0.000257804	0.98455	0.006460358	0.016711899	0.05946087	0.56309497
Pnig	tree	0:DEL-DEL	0	-2	-2	0	1.58E-03	3.09E-04	1.95E-01	32	53	8241	64026	1.621864	1.179001	0.5	0.00008	5.32E-05	-3933.259895	4.441523098	0.101313796	4.436660076	1	2.04E-18	5.62E-14	1.53E-09	0.898686202
Pnig	tree	0:DEL-STABLE	0	-2	0	2	1.80E-03	9.99E-02	5.57E+01	2562	3644	584290	13804	1.748315	1.294907	0.4596226	0.01362	0.0049475	-0.254321369	0.010014891	0.989999417	49.99996908	0.999804	0.010000163	4.20E-07	0	0
Pnig	tree	0:DEL-TOL	0	-2	-1	1	1.91E-03	1.80E-02	9.40E+00	957	1159	205062	25230	1.758888	1.488619	0.4518102	0.00031	0.000195029	-288.2801869	0.010361768	0.989986209	49.99154123	0.999817	0.009498486	0.000226263	0.000205747	8.33E-05
Pnig	tree	0:EXDEL-STABLE	0	-3	0	3	1.74E-03	1.16E+00	6.65E+02	1039	1728	242535	576	1.692965	1.39734	0.4493464	0.00148	0.002632182	-0.134960585	0.010010635	0.989999382	49.9998205	0.999802	0.010000611	7.49E-09	0	0
Pnig	tree	0:STABLE-DEL	0	0	-2	-2	1.81E-03	6.44E-05	3.55E-02	1836	2437	396457	14637508	1.482642	1.417878	0.4582688	0.00008	1.42E-06	-4986.360816	4.936269309	0.035898031	0.005370664	1	5.00E-21	4.31E-16	3.66E-11	0.964101969
Pnig	tree	0:STABLE-EXDEL	0	0	-3	-3	1.68E-03	5.10E-05	3.04E-02	858	1326	197167	9971678	1.401967	1.367642	0.4508015	0.00008	3.79E-06	-4977.056752	4.892557148	0.030493946	0.007568762	1	7.92E-21	6.18E-16	4.75E-11	0.969506054
Pnig	tree	0:STABLE-TOL	0	0	-1	-1	1.86E-03	2.58E-04	1.38E-01	6735	9777	1428815	14776316	1.53646	1.456188	0.4622225	0.00008	2.78E-07	-4995.035252	4.972912778	0.12688461	0.317921838	1	3.09E-21	2.89E-16	2.68E-11	0.87311539
Pnig	tree	0:TOL-DEL	0	-1	-2	-1	2.35E-03	1.08E-04	4.57E-02	914	874	153021	3131563	1.516354	1.394654	0.4684394	0.00009	3.53E-06	-4947.422325	4.837124279	0.039713544	0.5246324	1	1.42E-20	9.75E-16	6.60E-11	0.960286456
Pnig	tree	0:TOL-STABLE	0	-1	0	1	1.90E-03	2.69E-03	1.42E+00	7513	11545	1621746	1675297	1.761556	1.474276	0.4671285	0.00323	5.24E-06	-0.062579864	0.010000301	0.407499055	4.984764091	0.785282	0.592500945	4.16E-11	0	0
Pnig	tree	0:TOL-TOL	0	-1	-1	0	1.85E-03	5.94E-04	3.22E-01	10488	17703	2263581	11698237	1.589791	1.500737	0.4645267	0.00007	7.05E-08	-4994.646438	4.975805145	0.274935038	0.55823812	1	2.49E-21	2.35E-16	2.19E-11	0.725064962
Ptrich	tree	0:DEL-DEL	0	-2	-2	0	4.76E-03	1.14E-03	2.40E-01	898	282	49293	62472	-0.58671923	-0.7088631	0.4496501	0.00008	0.080388699	-4402.175891	0.479580014	0.202030081	0.201379183	0.945188	0.016114543	0.032471363	0.097034476	0.652349537
